state,year,crop,rainfall_mm,avg_temp_c,min_temp_c,max_temp_c,humidity_pct,solar_radiation,nitrogen_n,phosphorus_p,potassium_k,soil_ph,fertilizer_kg_ha,pesticide_kg_ha,area_harvested_ha,yield_kg_ha,source
Global Baseline,2020,Mixed Grain Baseline,1599.63,36.98168591270967,31.98,42.98,65.0,18.5,61.054759418561794,21.06372635187878,18.0897859799261,6.5,58.01398903158959,4.5,1000.0,7511.77,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1598.19,36.9411730208521,31.94,42.94,65.0,18.5,61.04959923288381,20.953418679110623,18.00181112772339,6.5,58.099416266542285,4.5,1000.0,7563.01,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1732.14,39.92174092086235,34.92,45.92,65.0,18.5,66.97496210260337,17.919160293257534,16.186252363315273,6.5,58.96332631939774,4.5,1000.0,7583.91,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1707.63,39.07390380678406,34.07,45.07,65.0,18.5,68.00901564986921,18.78260725016714,15.84108507713364,6.5,58.09127846071622,4.5,1000.0,7471.81,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1725.2,39.74038643237698,34.74,45.74,65.0,18.5,66.85678849331825,17.892388427421206,16.084241927364236,6.5,58.95125188027232,4.5,1000.0,7397.28,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1598.11,36.95867662943295,31.96,42.96,65.0,18.5,60.91136753737936,20.974065635750588,17.893855945710985,6.5,57.92652244419854,4.5,1000.0,7445.28,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1707.49,39.0648750511529,34.06,45.06,65.0,18.5,68.04370630281382,18.830200707097852,15.931360101114551,6.5,57.93973401143306,4.5,1000.0,7632.46,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1706.95,39.05239420610865,34.05,45.05,65.0,18.5,68.02324491405626,18.96503837883945,15.858547343485098,6.5,57.927711643327406,4.5,1000.0,7590.25,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1685.36,38.89078752210509,33.89,44.89,65.0,18.5,64.83569761098309,21.03371536619864,19.07628323374714,6.5,65.0332093051647,4.5,1000.0,7387.46,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1739.22,40.12534577090346,35.13,46.13,65.0,18.5,66.96747502588325,17.947084518142333,15.765647499715532,6.5,58.99340472361887,4.5,1000.0,7531.09,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1595.75,36.86029676146163,31.86,42.86,65.0,18.5,61.126984686356,20.872733496785248,17.895841063391767,6.5,57.992379456064285,4.5,1000.0,7480.58,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1704.82,38.98729687398426,33.99,44.99,65.0,18.5,68.05335072170095,19.17219515896227,15.93014640381035,6.5,58.018798247439975,4.5,1000.0,7551.14,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1732.49,39.948483295588936,34.95,45.95,65.0,18.5,66.85942794633588,17.860825670914263,16.069610344223097,6.5,59.04859527181081,4.5,1000.0,7521.1,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1744.11,40.27248002454996,35.27,46.27,65.0,18.5,66.91371330813365,18.012672384334124,16.042341802840465,6.5,58.878354062988215,4.5,1000.0,7493.38,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1598.59,36.950700358370725,31.95,42.95,65.0,18.5,61.06384962471163,20.89832662110938,18.00348265933885,6.5,57.91728754874747,4.5,1000.0,7574.78,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1596.27,36.88423060370895,31.88,42.88,65.0,18.5,61.06356063138709,21.07556341482062,17.86772228169047,6.5,58.01442319054074,4.5,1000.0,7541.82,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1742.63,40.20627246734868,35.21,46.21,65.0,18.5,67.08248911956719,18.02946677281288,16.047330740393793,6.5,58.94211873236965,4.5,1000.0,7488.25,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1607.3,37.19037758164276,32.19,43.19,65.0,18.5,61.12720871627349,21.05749759178263,18.07469044689365,6.5,58.05838577182823,4.5,1000.0,7443.68,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1601.65,37.051614166171646,32.05,43.05,65.0,18.5,60.96947999131872,20.988550830126176,18.13510540293886,6.5,58.17823271354546,4.5,1000.0,7465.85,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1605.15,37.13918078285633,32.14,43.14,65.0,18.5,61.05565907525871,20.93977739802189,18.12282093938791,6.5,57.90837958208582,4.5,1000.0,7341.94,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1698.86,39.24214316663272,34.24,45.24,65.0,18.5,65.0778587393685,20.85956663787273,18.97787414535384,6.5,64.94805816607052,4.5,1000.0,7518.58,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1700.85,38.90805530201191,33.91,44.91,65.0,18.5,67.81449363754798,18.835937426672505,15.812588503181104,6.5,58.01009018294592,4.5,1000.0,7455.6,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1702.01,38.906611689898455,33.91,44.91,65.0,18.5,68.05584420704396,19.122510286751726,16.010543104478284,6.5,58.04625124210901,4.5,1000.0,7272.14,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1690.81,39.00916092945184,34.01,45.01,65.0,18.5,65.09748369075115,21.034747085841484,19.04675102160372,6.5,65.12539581511768,4.5,1000.0,7532.58,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1737.66,40.078515245088816,35.08,46.08,65.0,18.5,66.9822916190719,17.985357424812353,15.994916767033182,6.5,59.00904969646945,4.5,1000.0,7536.51,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1690.01,38.99333290410559,33.99,44.99,65.0,18.5,65.04854632899448,20.930937022072868,18.83519513596153,6.5,64.98945042208943,4.5,1000.0,7498.93,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1733.86,39.94508660904324,34.95,45.95,65.0,18.5,67.15672742654665,17.93496073226366,15.948978286529917,6.5,58.917969990687205,4.5,1000.0,7473.53,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1601.16,37.03686152897043,32.04,43.04,65.0,18.5,60.97346997436739,20.99773387200628,17.94803403132978,6.5,57.96753644503587,4.5,1000.0,7343.64,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1732.88,39.94230787664323,34.94,45.94,65.0,18.5,66.97969591366454,18.127797885244032,15.997343033039993,6.5,58.89037181859848,4.5,1000.0,7482.07,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1603.4,37.0766868972775,32.08,43.08,65.0,18.5,61.14336829938011,21.062467428125643,17.97986626601004,6.5,57.9655160522385,4.5,1000.0,7540.57,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1682.24,38.78315806843021,33.78,44.78,65.0,18.5,64.9667337393491,21.063096105672926,19.104638233860637,6.5,65.00173586567585,4.5,1000.0,7576.29,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1693.18,39.071224475138926,34.07,45.07,65.0,18.5,65.1366466705501,20.966203174670103,19.02917054769394,6.5,64.9626481952937,4.5,1000.0,7417.13,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1599.9,36.99914362638764,32.0,43.0,65.0,18.5,60.98676830659505,21.051709787622517,17.921505064518204,6.5,57.9434281076298,4.5,1000.0,7287.45,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1704.15,38.97441562214956,33.97,44.97,65.0,18.5,68.00831031518116,18.96713476178797,15.816321303073575,6.5,57.78854819405203,4.5,1000.0,7443.53,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1686.09,38.913199013692655,33.91,44.91,65.0,18.5,64.82516569695956,20.90545675845675,19.054666856596405,6.5,64.97255020954117,4.5,1000.0,7453.13,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1718.52,39.403910674233416,34.4,45.4,65.0,18.5,67.87622990624072,19.11050401394477,15.77979676887166,6.5,58.119479112024415,4.5,1000.0,7493.66,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1692.04,39.05665396276896,34.06,45.06,65.0,18.5,65.01118474330539,21.15488645567514,19.005814168175903,6.5,65.14419288919633,4.5,1000.0,7576.14,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1736.65,40.04203180980357,35.04,46.04,65.0,18.5,67.03588121816084,17.96233003368923,16.073158787397105,6.5,59.13852048269265,4.5,1000.0,7548.55,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1738.56,40.11364103066702,35.11,46.11,65.0,18.5,66.91681439039284,17.916377911576618,16.065361352020467,6.5,59.02727395028223,4.5,1000.0,7750.88,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1691.96,39.05236157713757,34.05,45.05,65.0,18.5,65.0259086541971,21.055529516961617,18.899716463771533,6.5,65.04263060869961,4.5,1000.0,7453.26,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1707.23,39.06659537608991,34.07,45.07,65.0,18.5,67.9794478708758,19.045551057229297,15.951698643356735,6.5,58.01373969650169,4.5,1000.0,7582.04,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1599.79,36.98495912823729,31.98,42.98,65.0,18.5,61.06354568470736,21.02209770569464,17.931624182956796,6.5,58.06101188232594,4.5,1000.0,7548.46,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1692.44,39.06058892082059,34.06,45.06,65.0,18.5,65.062992873419,21.025834933823795,19.09994475698546,6.5,64.85505520646971,4.5,1000.0,7522.51,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1731.18,39.87544490032788,34.88,45.88,65.0,18.5,67.10789231873368,18.090421193951475,16.04800747896211,6.5,58.875115527058014,4.5,1000.0,7430.69,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1707.62,39.09028812679206,34.09,45.09,65.0,18.5,67.89189424610451,18.894284061611906,16.042187289540596,6.5,57.867509134644855,4.5,1000.0,7481.97,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1731.62,39.89299156058249,34.89,45.89,65.0,18.5,67.07313052037723,18.006878978356482,16.031617555409863,6.5,58.90918190379,4.5,1000.0,7515.18,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1732.52,39.92678474208415,34.93,45.93,65.0,18.5,67.01559111186528,18.04347128297417,15.90991693290654,6.5,59.06798331442572,4.5,1000.0,7411.41,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1706.51,39.051067921541225,34.05,45.05,65.0,18.5,67.94370663749028,19.026695235340743,16.017903916093243,6.5,57.94997532612944,4.5,1000.0,7556.24,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1730.44,39.8649978592349,34.86,45.86,65.0,18.5,67.03246297001851,17.954417879352274,15.950852699527864,6.5,59.05299689191623,4.5,1000.0,7507.76,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1703.52,38.95521431976634,33.96,44.96,65.0,18.5,68.01661107638984,18.98284849307458,15.959342050016426,6.5,57.87374295624164,4.5,1000.0,7515.9,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1600.78,37.02071355402731,32.02,43.02,65.0,18.5,61.010773731403646,21.152831900767133,18.07244550884293,6.5,57.79097073399857,4.5,1000.0,7568.37,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1737.9,40.09822772011788,35.1,46.1,65.0,18.5,66.8919905407218,17.967762048062784,16.074623438024286,6.5,58.87614928781488,4.5,1000.0,7425.03,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1706.36,39.024062581041015,34.02,45.02,65.0,18.5,68.10352300189611,18.851781599792144,16.187651953149985,6.5,57.978079514743904,4.5,1000.0,7385.96,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1689.17,38.99002419961761,33.99,44.99,65.0,18.5,64.90417238157623,21.004924387239544,18.8898492528704,6.5,64.8996883625094,4.5,1000.0,7455.89,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1598.67,36.96744200533665,31.97,42.97,65.0,18.5,60.96262689634571,21.105158619312043,18.006291850108425,6.5,57.8243730590913,4.5,1000.0,7316.25,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1604.42,37.12824532995001,32.13,43.13,65.0,18.5,60.985881387382285,20.881556899650967,18.124001011373547,6.5,58.00195646627275,4.5,1000.0,7483.57,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1598.5,36.96969438374909,31.97,42.97,65.0,18.5,60.91265376151262,20.97532483454729,18.104478104325658,6.5,58.15509793344389,4.5,1000.0,7467.41,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1599.82,37.01497806613939,32.01,43.01,65.0,18.5,60.85846507540593,20.978138661241903,18.053592135359224,6.5,57.974434950009815,4.5,1000.0,7459.08,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1703.81,38.96080746063331,33.96,44.96,65.0,18.5,68.03548305529624,19.208310655050653,15.937716385304238,6.5,57.88161976733827,4.5,1000.0,7425.98,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1708.06,39.08656879158716,34.09,45.09,65.0,18.5,68.00574476667582,18.91439994802527,16.234593600630824,6.5,58.1621797420329,4.5,1000.0,7423.22,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1603.24,37.08620684488956,32.09,43.09,65.0,18.5,61.0445886425776,20.8235013434552,17.90301618517578,6.5,58.12389344698428,4.5,1000.0,7714.14,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1601.13,37.03093318613799,32.03,43.03,65.0,18.5,61.00850729569928,21.126173780707457,17.914610929177087,6.5,58.21132572922979,4.5,1000.0,7382.82,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1705.07,38.9766772747245,33.98,44.98,65.0,18.5,68.1764704288513,19.07322233168705,15.9858782048945,6.5,57.937263125970944,4.5,1000.0,7712.1,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1707.66,39.100679938076816,34.1,45.1,65.0,18.5,67.82818534228608,18.839148454359755,16.093626424754152,6.5,57.94452185700404,4.5,1000.0,7523.63,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1701.94,38.91674386980209,33.92,44.92,65.0,18.5,67.97126406512224,19.006015370832177,15.984725527251085,6.5,58.1100256151428,4.5,1000.0,7263.37,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1704.32,38.97747091414205,33.98,44.98,65.0,18.5,68.02099285298773,18.97795562364439,15.961149353770368,6.5,57.97630821167294,4.5,1000.0,7518.23,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1602.16,37.06096493992856,32.06,43.06,65.0,18.5,61.0042828150114,20.92855254505629,17.817609929202053,6.5,57.8098027640483,4.5,1000.0,7430.88,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1717.66,39.3634220233374,34.36,45.36,65.0,18.5,67.98886207642339,19.023299259604592,15.97082845565178,6.5,57.935156616365006,4.5,1000.0,7421.2,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1599.08,36.99432553532787,31.99,42.99,65.0,18.5,60.856065888544265,21.090362310416765,17.99991981172526,6.5,58.03351337692008,4.5,1000.0,7371.33,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1733.16,39.9814002239096,34.98,45.98,65.0,18.5,66.76271501483907,17.942386393666645,16.122669592545066,6.5,59.08100938091772,4.5,1000.0,7658.88,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1732.42,39.90979390422036,34.91,45.91,65.0,18.5,67.11635278188685,18.00380483205566,16.21152527008395,6.5,59.10234750788004,4.5,1000.0,7534.26,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1595.59,36.86031658572011,31.86,42.86,65.0,18.5,61.09616438403878,20.977290999096414,18.09114213859413,6.5,57.92642301814092,4.5,1000.0,7657.79,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1687.17,38.94248386425277,33.94,44.94,65.0,18.5,64.83575483338758,20.95342222347112,19.16051522278012,6.5,65.10418819643883,4.5,1000.0,7383.27,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1690.17,39.00424584324946,34.0,45.0,65.0,18.5,65.00374932967787,20.944614699121505,18.87455934623719,6.5,64.9967216523466,4.5,1000.0,7521.89,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1739.67,40.08957749159662,35.09,46.09,65.0,18.5,67.3060955031121,18.17988215008689,15.879398789407734,6.5,58.935348140123786,4.5,1000.0,7503.68,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1596.84,36.90742355486641,31.91,42.91,65.0,18.5,61.01672841680422,20.95616865012868,17.96420210799684,6.5,58.25555151426545,4.5,1000.0,7485.41,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1600.95,37.02152123860933,32.02,43.02,65.0,18.5,61.038654116031694,20.952153686212316,18.271250248607824,6.5,57.93532263979897,4.5,1000.0,7450.47,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1689.57,39.039584303039454,34.04,45.04,65.0,18.5,64.63644638077955,20.909171765983988,18.90979897811873,6.5,64.82169691004528,4.5,1000.0,7662.93,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1688.32,38.93905494245998,33.94,44.94,65.0,18.5,65.09151525287956,21.064174212608176,19.048913003936704,6.5,64.98625852802773,4.5,1000.0,7484.9,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1603.58,37.09246791020877,32.09,43.09,65.0,18.5,61.06862814209083,21.077714878582974,18.035229354314456,6.5,57.88618515544771,4.5,1000.0,7587.52,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1705.54,39.02599011061584,34.03,45.03,65.0,18.5,67.92637175672103,19.000281801969624,15.895995854240429,6.5,58.08034098635355,4.5,1000.0,7301.8,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1701.88,38.925729505542144,33.93,44.93,65.0,18.5,67.895604723798,19.085178297727936,15.881797006600143,6.5,57.84992949575667,4.5,1000.0,7338.9,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1602.4,37.07724008566672,32.08,43.08,65.0,18.5,60.93885097204533,21.060313957410955,18.005360117819375,6.5,58.05571017622012,4.5,1000.0,7553.12,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1689.67,38.99480536418167,33.99,44.99,65.0,18.5,64.97109939882195,20.898838976059828,18.953792094816936,6.5,64.86705603412558,4.5,1000.0,7663.8,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1688.73,38.97728175009154,33.98,44.98,65.0,18.5,64.90581072410707,21.025410437712388,18.97360422873274,6.5,65.01285715844364,4.5,1000.0,7333.83,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1732.87,39.943832001886975,34.94,45.94,65.0,18.5,66.96703764534823,17.85914089034439,16.009073672621778,6.5,59.00959838661833,4.5,1000.0,7476.94,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1688.56,38.96984432499677,33.97,44.97,65.0,18.5,64.92369797590152,21.04750192808889,18.936771301785495,6.5,64.99745889922383,4.5,1000.0,7669.64,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1601.53,37.02489273883229,32.02,43.02,65.0,18.5,61.1313622197117,21.0470336474349,17.976132633764795,6.5,58.03587383034212,4.5,1000.0,7615.26,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1597.7,36.93739969614088,31.94,42.94,65.0,18.5,60.97915435591527,21.0921727455951,17.994721466947773,6.5,58.04248179909802,4.5,1000.0,7647.53,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1599.54,36.99371069722626,31.99,42.99,65.0,18.5,60.95177305434228,20.92613699948044,18.030946890335468,6.5,58.03702564683606,4.5,1000.0,7554.47,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1686.21,38.90050222388269,33.9,44.9,65.0,18.5,64.93898292594363,21.16617446422452,19.00713013178967,6.5,64.85514663734206,4.5,1000.0,7528.6,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1690.31,39.00906747703144,34.01,45.01,65.0,18.5,64.99827573310911,21.101897570825717,19.1198264453739,6.5,65.06045529023082,4.5,1000.0,7541.81,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1708.5,39.115744994995374,34.12,45.12,65.0,18.5,67.89066616381487,18.899224215010157,16.02003093007993,6.5,57.95596535746391,4.5,1000.0,7420.35,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1698.22,39.21425102933574,34.21,45.21,65.0,18.5,65.1444640108784,20.8417568447532,19.02277582768465,6.5,65.13590589294495,4.5,1000.0,7555.99,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1706.02,39.031131831675054,34.03,45.03,65.0,18.5,67.98541546294952,18.997139698445164,16.083093966133312,6.5,58.17399938246878,4.5,1000.0,7525.58,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1716.78,39.34110773637607,34.34,45.34,65.0,18.5,67.96881576978839,18.91550636988748,15.939167339195189,6.5,58.03550331739061,4.5,1000.0,7316.89,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1599.66,36.98072826578153,31.98,42.98,65.0,18.5,61.066565127449856,21.026308173361176,18.10945353536629,6.5,58.14742301517613,4.5,1000.0,7586.11,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1693.51,39.09827875058057,34.1,45.1,65.0,18.5,65.01444259726495,21.09719831597109,18.97399871716309,6.5,65.15269606729359,4.5,1000.0,7375.8,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1705.22,39.01640719252243,34.02,45.02,65.0,18.5,67.92904729246848,19.052844947143548,15.96072214617227,6.5,58.21362960445855,4.5,1000.0,7364.84,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1733.67,39.96713927613719,34.97,45.97,65.0,18.5,66.96362252835078,18.09301708878673,15.941854242194326,6.5,58.97761582542584,4.5,1000.0,7412.97,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1685.16,38.88213636750606,33.88,44.88,65.0,18.5,64.85645104281309,20.971851144745,18.99197635659421,6.5,65.00081363280268,4.5,1000.0,7286.2,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1688.45,38.92955320190052,33.93,44.93,65.0,18.5,65.18305147015982,21.005095156438745,19.038324432385423,6.5,64.92118964729232,4.5,1000.0,7578.38,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1705.1,39.022461412596776,34.02,45.02,65.0,18.5,67.86282177388203,18.79029488287767,16.038749203949298,6.5,58.195477242528334,4.5,1000.0,7551.26,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1682.72,38.79732454966296,33.8,44.8,65.0,18.5,64.96232374122542,20.68965104887681,18.799338479513995,6.5,64.95528185287276,4.5,1000.0,7568.68,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1736.23,40.03086545518169,35.03,46.03,65.0,18.5,67.03000609463986,18.11311288788774,16.064349851454335,6.5,58.86219547063634,4.5,1000.0,7477.65,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1683.86,38.79952654585051,33.8,44.8,65.0,18.5,65.17568029446032,20.99603316120489,18.90002803142245,6.5,65.13586275030478,4.5,1000.0,7482.87,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1702.93,38.93207628432685,33.93,44.93,65.0,18.5,68.06219860351582,19.05747893804789,16.109612217613677,6.5,57.93642203910243,4.5,1000.0,7438.89,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1736.31,40.0505204127737,35.05,46.05,65.0,18.5,66.90907799340849,17.946477502537093,16.061148179714156,6.5,59.11533369543115,4.5,1000.0,7450.44,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1655.0,38.0,33.0,44.0,65.0,18.5,65.0,20.0,16.0,6.5,60.0,4.5,1000.0,8500.0,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1715.0,39.0,34.0,45.0,65.0,18.5,70.0,20.0,19.0,6.5,65.0,4.5,1000.0,8500.0,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1649.2,37.84004693004495,32.84,43.84,65.0,18.5,64.9602947708882,20.121032509217784,15.90365904257524,6.5,59.88149370025032,4.5,1000.0,8598.41,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1658.81,38.12790603215379,33.13,44.13,65.0,18.5,64.86653243330511,20.101543266361933,16.02303708239918,6.5,59.93009918554478,4.5,1000.0,8502.63,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1713.26,38.97855866385035,33.98,44.98,65.0,18.5,69.80257609988674,20.014177325243327,18.992505817354257,6.5,64.92917573573773,4.5,1000.0,8567.25,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1720.34,39.13848845837467,34.14,45.14,65.0,18.5,70.09884380436534,20.00836742077591,19.01911601595279,6.5,65.10692721710127,4.5,1000.0,8431.77,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1655.7,38.01967907550703,33.02,44.02,65.0,18.5,65.00201545508872,19.989935524128967,16.029824501870774,6.5,60.00036074375296,4.5,1000.0,8629.87,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1652.1,37.90805759222571,32.91,43.91,65.0,18.5,65.06273564813787,20.10061155814045,15.915477813113188,6.5,59.96221156332374,4.5,1000.0,8464.58,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1716.29,39.02867363219743,34.03,45.03,65.0,18.5,70.0579127886205,20.217844295414505,19.173185882699627,6.5,64.9294818984246,4.5,1000.0,8485.12,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1712.39,38.95480120693577,33.95,44.95,65.0,18.5,69.79405314897205,20.00484643357509,18.93787645260486,6.5,65.01123243254678,4.5,1000.0,8434.52,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1711.17,38.89841904415104,33.9,44.9,65.0,18.5,69.94488411206095,19.967271769425277,19.078718662566978,6.5,65.00889758534919,4.5,1000.0,8339.32,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1657.74,38.076175586962016,33.08,44.08,65.0,18.5,65.01486632311705,20.06125182989059,16.038202370021207,6.5,60.02097396613702,4.5,1000.0,8375.67,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1651.7,37.91985745340737,32.92,43.92,65.0,18.5,64.90092535870052,20.07434595941865,15.989867394946211,6.5,60.0389023967524,4.5,1000.0,8590.26,Global_Kaggle_Baseline
